,S#,SNAME,SEX,BDATE,HEIGHT,DORM
2075,09087244,司竞聪,男,2003/3/6,1.77,西1舍632
2076,04067737,朱思波,男,2004/8/17,1.61,西1舍632
2077,01027160,吴李成,女,2001/10/15,1.72,东8舍429
2078,04024776,崔钊祥,女,2001/12/6,1.64,东8舍429
2079,03018842,王菁旸,男,2005/2/3,1.7,西1舍632
2080,06024687,陈自力,女,2003/5/3,1.59,东8舍429
2081,08084662,熊柯闵,男,2002/10/21,1.59,西1舍632
2082,03085101,张昊哲,女,2001/7/26,1.9,西10舍310
2083,07022659,董柳柳,女,2004/9/21,1.68,西10舍310
2084,02081564,阎紫鑫,男,2005/7/24,1.79,西18舍302
2085,09031368,李云飞,男,2003/8/3,1.87,西18舍302
2086,06069813,彭宇杰,男,2003/7/17,1.83,西18舍302
2087,04080179,王斯婷,女,2004/3/1,1.79,西10舍310
2088,04069007,赵子龙,男,2001/10/13,1.63,西18舍302
2089,09076871,祝国隽,女,2001/4/6,1.5,西10舍310
2090,04042120,韦弘杨,女,2001/8/5,1.79,西26舍718
2091,06055631,冯景琦,女,2003/2/22,1.72,西26舍718
2092,02046631,王丰,男,2005/10/6,1.75,东4舍305
2093,09084588,张海波,女,2004/8/22,1.78,西26舍718
2094,08075752,付年祥,女,2002/1/8,1.64,西26舍718
2095,04071507,陈康杰,男,2002/5/9,1.75,东4舍305
2096,09014017,赵家璇,男,2001/3/10,1.75,东4舍305
2097,07028496,伊勋鹏,男,2005/7/13,1.71,东4舍305
2098,08055324,孙海畅,男,2003/5/10,1.66,东23舍640
2099,06063496,易胡阳,女,2004/4/29,1.61,东26舍633
2100,04081404,李梓欣,男,2004/4/7,1.68,东23舍640
2101,08036688,岳少伟,男,2002/3/1,1.62,东23舍640
2102,06022689,高雯,男,2004/8/18,1.79,东23舍640
2103,05020434,郭臣,男,2002/7/17,1.7,东6舍629
2104,06053397,蒋务祚,女,2005/4/5,1.65,东26舍633
2105,06021843,李梓棋,女,2004/4/23,1.75,东26舍633
2106,06022982,李子轩,男,2002/6/19,1.77,东6舍629
2107,08050380,陈少楠,女,2004/7/6,1.59,东26舍633
2108,03055922,沈明轩,男,2004/6/17,1.91,东6舍629
2109,09082884,宋宝刚,女,2001/7/2,1.71,西10舍225
2110,03098558,徐加明,男,2005/6/30,1.79,东6舍629
2111,04082408,李翔宇,男,2003/4/2,1.79,西17舍237
2112,07059519,周腾,女,2003/3/15,1.63,西10舍225
2113,05022252,陈佳豪,女,2001/2/27,1.55,西10舍225
2114,02059034,吴宽,女,2004/6/24,1.62,西10舍225
2115,05065246,王昱杰,女,2002/10/17,1.62,西15舍625
2116,05050080,王滢,男,2004/12/26,1.71,西17舍237
2117,08038475,邓咏霖,女,2002/8/13,1.73,西15舍625
2118,05046850,陈梓玮,男,2002/3/12,1.68,西17舍237
2119,03013887,贺诗武,女,2002/10/31,1.79,西15舍625
2120,06088186,郭思雨,男,2005/7/19,1.75,西17舍237
2121,04068510,沈义凡,女,2001/10/4,1.73,西15舍625
2122,03010854,周佳怡,男,2003/8/20,1.73,西4舍331
2123,06031035,宋明轩,男,2004/5/26,1.72,西4舍331
2124,08024075,贲雅雯,男,2002/12/20,1.85,西4舍331
2125,04079374,冷佳珂,女,2004/5/13,1.76,西30舍240
2126,02051876,唐菽婧,男,2004/6/21,1.79,西4舍331
2127,02012488,李子豪,男,2003/3/17,1.81,西27舍730
2128,01041950,梁雄壮,女,2002/9/11,1.58,西30舍240
2129,04025233,王棋,男,2001/3/13,1.8,西27舍730
2130,09025234,张永成,男,2002/11/28,1.79,西27舍730
2131,02085826,王树青,女,2005/1/30,1.7,西30舍240
2132,05053221,林惠民,女,2004/11/23,1.59,西30舍240
2133,07052386,田尧,男,2001/8/3,1.94,西27舍730
2134,04099519,杨厚宇,女,2001/8/20,1.76,东17舍532
2135,09039287,赵文天,男,2002/11/6,1.73,西17舍711
2136,02052250,张婧,男,2001/2/3,1.77,西17舍711
2137,04074423,张诗慧,男,2002/2/1,1.65,西17舍711
2138,03022462,邹静,男,2004/7/15,1.71,西17舍711
2139,08093179,王浩博,男,2005/2/13,1.61,西6舍304
2140,06060090,庹淼,女,2002/9/9,1.68,东17舍532
2141,09069527,孙志恒,男,2003/4/19,1.67,西6舍304
2142,04066160,汤佳龙,女,2004/1/9,1.64,东17舍532
2143,07018382,周瑞,女,2004/7/31,1.75,东17舍532
2144,01025110,谢乙稼,男,2001/7/14,1.67,西6舍304
2145,02061526,李治威,女,2001/1/3,1.65,西30舍224
2146,08072485,陈可鑫,女,2002/12/13,1.62,西30舍224
2147,02058852,黄致媛,男,2003/9/12,1.73,西6舍304
2148,02091354,胡耀尹,女,2002/10/31,1.63,西30舍224
2149,05032718,朱琛,女,2005/8/25,1.69,西30舍224
2150,04031540,张宇熙,男,2003/4/6,1.71,西27舍520
2151,05025195,周桓,男,2005/8/31,1.76,西27舍520
2152,09080679,冯瑞,男,2002/5/29,1.83,西27舍520
2153,03072716,赵梦真,男,2002/11/1,1.77,西27舍520
2154,06029265,赵子妍,男,2001/4/2,1.72,东28舍304
2155,06030962,刘仪昕,男,2003/2/22,1.76,东28舍304
2156,03068144,谭兰香,男,2001/2/22,1.78,东28舍304
2157,04063767,简雄,女,2004/9/6,1.66,西7舍325
2158,06058739,李波,女,2001/10/9,1.58,西7舍325
2159,09041100,孙菲,男,2002/11/19,1.78,东28舍304
2160,07032017,匡超,女,2002/5/10,1.61,西7舍325
2161,08094618,宋帅,男,2004/11/17,1.85,东30舍416
2162,01018532,谭豪,男,2001/8/16,1.72,东30舍416
2163,03072674,林仁泽,男,2004/3/14,1.69,东30舍416
2164,03062213,康宇,男,2003/9/23,1.68,东30舍416
2165,06076635,蓝竟琪,男,2001/4/22,1.77,东18舍222
2166,07036632,黄悦虹,女,2001/8/31,1.61,西7舍325
2167,03040732,唐健,男,2005/9/8,1.83,东18舍222
2168,03070854,李旭东,女,2004/7/31,1.58,东1舍327
2169,04031067,邬哲浩,男,2005/5/29,1.76,东18舍222
2170,07067931,周环宇,女,2005/3/22,1.62,东1舍327
2171,08026885,曹智祥,男,2001/1/6,1.97,东18舍222
2172,02042220,全育涛,男,2002/4/1,1.74,东7舍539
2173,02030327,徐宇帆,女,2004/1/23,1.68,东1舍327
2174,08029609,范利洋,男,2003/2/27,1.89,东7舍539
2175,04081748,谭天语,女,2001/6/16,1.65,东1舍327
2176,06052078,陈紫娟,男,2004/8/10,1.79,东7舍539
2177,06088623,颜俊亮,女,2002/4/7,1.67,西11舍437
2178,02071478,周建波,女,2002/8/6,1.41,西11舍437
2179,02060076,欧阳镕毅,男,2002/12/18,1.83,东7舍539
2180,04036302,张许辉,女,2002/2/12,1.68,西11舍437
2181,06030612,屈盅利,女,2005/5/19,1.62,西11舍437
2182,06074244,贺文涛,女,2003/1/15,1.63,西15舍722
2183,06046988,陈浚,男,2005/5/18,1.72,东18舍328
2184,04039716,贺阳驰,女,2005/10/13,1.67,西15舍722
2185,07025668,李思遥,女,2003/7/9,1.61,西15舍722
2186,03041128,倪青云,女,2001/7/24,1.64,西15舍722
2187,05015942,周钺尚,女,2005/8/16,1.72,东9舍704
2188,02045105,彭科荣,女,2002/4/29,1.67,东9舍704
2189,08096713,王宝,女,2005/11/30,1.7,东9舍704
2190,05026120,高宁,男,2004/7/31,1.71,东18舍328
2191,03071246,尹浩川,女,2005/6/7,1.71,东9舍704
2192,07016095,黄秀珍,男,2003/3/15,1.75,东18舍328
2193,04056973,余雅楠,男,2003/8/14,1.76,东18舍328
2194,09061982,彭浩尧,男,2001/10/31,1.64,西2舍324
2195,01030671,厉晓玉,女,2002/7/28,1.77,西11舍316
2196,01033734,李楚豪,男,2005/11/14,1.81,西2舍324
2197,08044198,刘乐彬,男,2004/11/24,1.68,西2舍324
2198,04025378,钱招俊,男,2005/4/2,1.75,西2舍324
2199,01048924,李戴威,女,2004/8/9,1.55,西11舍316
2200,06046350,王杰怡,女,2002/4/3,1.57,西11舍316
2201,09041554,唐彦邦,男,2003/7/7,1.71,西23舍719
2202,03071959,门龙超,男,2004/8/9,1.73,西23舍719
2203,04049782,陈泉龙,女,2001/11/7,1.68,西11舍316
2204,05040913,张环,男,2003/4/1,1.76,西23舍719
2205,07063578,徐彪,男,2002/8/28,1.68,西23舍719
2206,09071011,白慧洁,男,2005/8/10,1.66,西17舍335
2207,01044027,陈思彤,男,2001/5/26,1.81,西17舍335
2208,04051384,曹美玲,女,2002/8/15,1.77,西20舍705
2209,01075011,李泽群,女,2002/12/16,1.56,西20舍705
2210,09065915,崔焱博,女,2002/6/25,1.46,西20舍705
2211,04058760,谷海,男,2004/11/22,1.69,西17舍335
2212,01012919,姬媛媛,女,2001/8/31,1.61,西20舍705
2213,09091196,陆静远,男,2003/5/3,1.74,西17舍335
2214,06022592,章航滔,男,2004/3/13,1.87,西23舍619
2215,09017260,肖锦荣,男,2003/10/18,1.58,西23舍619
2216,08065395,孙敏,男,2002/11/15,1.77,西23舍619
2217,09080991,李文俊,女,2004/8/2,1.63,西8舍527
2218,01057758,谢璇,女,2004/6/15,1.63,西8舍527
2219,02013229,肖维,男,2005/8/14,1.68,西23舍619
2220,04030497,高天阳,女,2005/7/24,1.56,西8舍527
2221,02068017,刘江,女,2003/10/1,1.56,西8舍527
2222,05034530,许家俊,女,2001/9/18,1.72,西12舍712
2223,08048015,何勇,男,2005/3/5,1.74,西18舍511
2224,08035393,杨佳,男,2005/5/2,1.8,西18舍511
2225,07026753,张豪杰,男,2003/9/1,1.71,西18舍511
2226,05014553,赵晋东,男,2002/5/14,1.84,西18舍511
2227,08087354,杨权,女,2004/3/11,1.8,西12舍712
2228,08036145,张李鹏,女,2004/6/3,1.62,西12舍712
2229,08099624,阳云衡,女,2004/5/5,1.76,西12舍712
2230,04014103,费玲,男,2005/10/24,1.67,西13舍218
2231,04015949,董思语,女,2005/2/1,1.52,西15舍530
2232,03078428,唐纤雪,女,2005/1/31,1.68,西15舍530
2233,02096430,周万川,女,2002/6/25,1.72,西15舍530
2234,09050058,马昌昊,女,2002/11/17,1.54,西15舍530
2235,02067658,陈澧宇,女,2003/9/7,1.76,东1舍437
2236,05048828,曹庆泰,男,2005/2/21,1.81,西13舍218
2237,08013464,邢若水,女,2005/4/1,1.71,东1舍437
2238,08076303,秦唯洁,女,2003/12/2,1.7,东1舍437
2239,09069745,谢家玉,男,2004/6/25,1.76,西13舍218
2240,07099889,杨朝晖,男,2004/1/14,1.85,西13舍218
2241,01067542,任渊,男,2005/9/3,1.74,东24舍609
2242,07062770,陈梦华,男,2001/6/9,1.77,东24舍609
2243,02071231,易宸昊,女,2005/11/15,1.75,东1舍437
2244,09062213,李昭阳,女,2003/1/25,1.81,西15舍409
2245,08092389,王玉碟,女,2003/8/27,1.74,西15舍409
2246,07026501,朱婧怡,男,2002/10/8,1.73,东24舍609
2247,05069473,张欣爽,女,2004/5/7,1.63,西15舍409
2248,08034755,庞硕,男,2004/4/13,1.75,东24舍609
2249,09029088,祝一帆,女,2004/8/19,1.61,西15舍409
2250,07020429,祖渝,女,2005/3/9,1.57,东21舍728
2251,08076607,毛琦,女,2001/7/19,1.63,东21舍728
2252,05044603,肖王凯,男,2002/7/12,1.73,东12舍719
2253,08015608,汤智文,男,2004/2/26,1.75,东12舍719
2254,08066094,王晓聪,男,2005/6/26,1.81,东12舍719
2255,01095774,林寿南,女,2004/7/11,1.5,东21舍728
2256,07020269,徐志鹏,女,2004/9/3,1.63,东21舍728
2257,02014434,郭荣鸿,女,2005/4/21,1.79,西30舍607
2258,08050812,刘雨杭,女,2004/12/7,1.73,西30舍607
2259,04067565,何会隆,男,2004/6/27,1.57,东12舍719
2260,09083832,胡云筌,女,2003/10/3,1.78,西30舍607
2261,04048524,尹嘉滢,男,2001/9/3,1.81,西23舍234
2262,01095476,黄沫源,男,2004/3/23,1.85,西23舍234
2263,05018920,张浚榕,女,2001/8/31,1.69,西30舍607
2264,07099659,何宇浩,男,2002/9/25,1.89,西23舍234
2265,04083545,余晓盈,男,2003/5/3,1.92,西23舍234
2266,08092356,蔡维颖,女,2002/12/22,1.77,东2舍629
2267,01069554,廖志豪,女,2005/7/14,1.77,东2舍629
2268,07097497,帅嘉琪,女,2004/1/1,1.46,东2舍629
2269,03014782,洪灵悦,男,2001/6/25,1.97,东12舍505
2270,09064086,叶迎禧,男,2002/3/14,1.85,东12舍505
2271,08056711,黄小青,女,2004/12/7,1.53,东2舍629
2272,06081252,石永杰,男,2002/9/21,1.67,东12舍505
2273,02073164,李晓玲,男,2001/7/27,1.7,东12舍505
2274,09056231,杜衍娆,女,2004/10/29,1.71,东9舍603
2275,07091253,李淼,女,2001/1/15,1.62,东9舍603
2276,07096567,苏莹童,女,2001/2/19,1.69,东9舍603
2277,04045505,叶颖儿,女,2003/8/24,1.74,东9舍603
2278,04015366,黎跞仪,女,2002/9/3,1.73,西11舍231
2279,04096703,邬钧陶,男,2002/5/2,1.73,西4舍218
2280,08029129,叶浩贤,男,2003/5/25,1.67,西4舍218
2281,01010800,黄振华,女,2004/10/19,1.57,西11舍231
2282,07077685,吴家荣,男,2003/5/26,1.8,西4舍218
2283,09043290,蔡旭楠,男,2001/8/15,1.73,西4舍218
2284,01023505,古千卉,女,2005/10/12,1.59,西11舍231
2285,03051407,陈樱文,女,2005/5/31,1.58,西11舍231
2286,01043280,温宇航,女,2004/10/24,1.69,西15舍704
2287,09045889,吴思怡,女,2004/5/1,1.69,西15舍704
2288,02076528,罗绮婷,女,2005/10/14,1.55,西15舍704
2289,08069179,傅炜成,女,2002/1/22,1.5,西15舍704
2290,06046356,赵伦,女,2003/2/4,1.72,西15舍728
2291,01034036,王雨鸿,男,2002/8/8,1.73,东18舍514
2292,09035378,石承煜,男,2003/7/2,1.81,东18舍514
2293,05050615,邓汉鹏,男,2005/1/9,1.79,东18舍514
2294,06060324,文静妍,女,2003/11/26,1.82,西15舍728
2295,06038353,王楚柔,男,2003/12/1,1.8,东18舍514
2296,07093518,叶思哲,女,2001/11/11,1.73,西15舍728
2297,04013995,赵伟龙,女,2003/11/12,1.76,西15舍728
2298,02076258,叶香芸,女,2005/9/28,1.62,西8舍235
2299,07080978,黄光勇,女,2003/5/26,1.61,西8舍235
2300,05048031,蔡晓权,女,2003/7/24,1.61,西8舍235
2301,04083175,韦塬瀚,男,2002/2/23,1.69,东24舍535
2302,01019359,莫柱濠,女,2001/8/15,1.61,西8舍235
2303,02035430,江晓镟,男,2002/3/3,1.67,东24舍535
2304,03060846,吴绵丽,女,2001/11/2,1.62,东8舍213
2305,04051603,邱昕宇,女,2003/10/13,1.73,东8舍213
2306,07065478,黎曦琦,男,2004/4/15,1.69,东24舍535
2307,03025399,杨洋,男,2004/5/3,1.76,东24舍535
2308,02051136,韦力天,男,2003/6/24,1.66,东13舍530
2309,06033649,李子湃,女,2005/6/3,1.68,东8舍213
2310,05049736,陈润生,女,2003/5/19,1.68,东8舍213
2311,06026865,周涌纯,女,2003/9/4,1.76,东2舍703
2312,07072106,叶毅强,男,2002/9/26,1.82,东13舍530
2313,05079940,陈晓梅,女,2004/2/2,1.51,东2舍703
2314,07015584,黄海沁,女,2001/2/21,1.63,东2舍703
2315,03065002,卓思媛,女,2005/9/17,1.76,东2舍703
2316,04097098,卢佳康,男,2004/10/12,1.77,东13舍530
2317,08064326,阳诗佩,男,2003/6/30,1.63,东13舍530
2318,05020841,江豪杰,女,2004/10/3,1.58,西28舍534
2319,08053924,陈俊鹏,男,2001/4/29,1.91,东25舍410
2320,03039673,何俊祥,女,2001/4/13,1.75,西28舍534
2321,03030349,叶新鹏,男,2002/5/7,1.72,东25舍410
2322,08040283,陈辉烨,男,2005/7/9,1.73,东25舍410
2323,05098022,吴博亮,女,2001/5/6,1.76,西28舍534
2324,01055978,陈贝文,男,2005/5/7,1.78,东25舍410
2325,06031735,吴健术,女,2004/6/19,1.64,西28舍534
2326,06076633,周智杰,男,2003/10/29,1.74,东23舍503
2327,01040847,姚颖诗,女,2005/8/22,1.56,西8舍308
2328,04067285,邹咏欣,男,2001/4/3,1.74,东23舍503
2329,03099087,俞其斌,女,2003/9/20,1.77,西8舍308
2330,01061032,林嘉慧,女,2005/9/6,1.52,西8舍308
2331,03033799,张誉升,男,2005/6/3,1.63,东23舍503
2332,09076887,江秉隽,女,2001/4/23,1.66,西8舍308
2333,06084943,陈泓丞,男,2003/11/1,1.85,东23舍503
2334,04082482,刘炳希,女,2002/9/26,1.82,西7舍304
2335,03044514,梁爽,男,2004/12/26,1.79,西5舍320
2336,08017549,陈晓敏,女,2002/9/20,1.51,西7舍304
2337,08084684,嵇正中,男,2003/12/16,1.82,西5舍320
2338,01069311,陈泓江,男,2001/12/6,1.63,西5舍320
2339,06051431,黎智轩,男,2005/8/22,1.64,西5舍320
2340,02086296,郭易之,男,2003/3/30,1.76,东4舍510
2341,05053350,姚安怡,女,2001/10/31,1.64,西7舍304
2342,09024962,林坤贤,女,2004/3/24,1.64,西7舍304
2343,04018259,谢楚敏,女,2003/1/18,1.6,西20舍624
2344,01091247,香倚淇,男,2001/6/10,1.67,东4舍510
2345,07069484,王殊懿,男,2005/2/1,1.77,东4舍510
2346,05026893,李永涛,男,2004/11/22,1.69,东4舍510
2347,03067513,钟子琦,男,2001/3/9,1.96,东23舍525
2348,09061689,韦沛文,女,2001/11/11,1.59,西20舍624
2349,02094142,张坤阳,男,2003/12/3,1.71,东23舍525
2350,01023698,张嘉隆,女,2004/6/24,1.62,西20舍624
2351,01064166,余雅达,女,2004/5/13,1.79,西20舍624
2352,02092037,胡冬妮,男,2004/9/12,1.84,东23舍525
2353,04045983,李俊豪,女,2005/6/19,1.69,东22舍711
2354,08031319,吴涛峰,男,2003/5/11,1.86,东23舍525
2355,09049740,李维权,男,2003/9/27,1.7,西13舍215
2356,01018028,林艳婷,男,2004/6/7,1.62,西13舍215
2357,06025075,张军全,女,2001/3/19,1.64,东22舍711
2358,07073202,容兆威,男,2002/10/26,1.77,西13舍215
2359,09038679,林云海,男,2002/3/23,1.69,西13舍215
2360,03050618,董子斌,女,2004/9/17,1.61,东22舍711
2361,02098082,房正耀,男,2001/7/27,1.73,西18舍533
2362,03017940,马健斌,男,2002/6/18,1.65,西18舍533
2363,05078718,李真宇,女,2004/3/2,1.75,东22舍711
2364,05037128,王隽,女,2005/12/17,1.6,东21舍506
2365,09084695,陈琮元,女,2003/6/11,1.69,东21舍506
2366,08097429,梁清泉,男,2001/2/8,1.74,西18舍533
2367,02095515,秦之瀚,男,2005/7/13,1.8,西18舍533
2368,04076845,林鑫,男,2004/11/2,1.89,西25舍314
2369,09060404,林应臻,男,2004/10/1,1.75,西25舍314
2370,06094717,蔡晨焕,女,2001/10/13,1.72,东21舍506
2371,06018952,吴谨成,女,2001/7/27,1.83,东21舍506
2372,07094541,刘浩魁,男,2003/10/12,1.75,西25舍314
2373,04055563,马翊,女,2002/10/15,1.69,西8舍237
2374,08029769,俞文博,男,2004/8/13,1.84,西25舍314
2375,06054023,谢君军,女,2004/6/16,1.76,西8舍237
2376,01086751,易捷,男,2001/1/6,1.64,西6舍524
2377,06090911,刘慕启,女,2004/1/7,1.62,西8舍237
2378,07088466,赵书昊,女,2002/6/5,1.59,西8舍237
2379,07080558,董潜,男,2001/8/18,1.74,西6舍524
2380,06083496,刘津彤,女,2002/2/4,1.59,西22舍612
2381,08094754,邹梓晴,女,2003/6/19,1.86,西22舍612
2382,03072487,赵洋艺,男,2003/6/23,1.59,西6舍524
2383,07014806,梁思奇,男,2001/5/1,1.7,西6舍524
2384,07026333,罗淳,男,2004/7/13,1.81,西13舍319
2385,07085252,杨天淳,男,2001/6/19,1.71,西13舍319
2386,01032335,潘伟华,女,2003/4/23,1.54,西22舍612
2387,02013586,吴纪沿,女,2001/10/11,1.78,西22舍612
2388,08027247,张伟杰,男,2004/9/10,1.71,西13舍319
2389,03071231,黎恒志,男,2003/5/10,1.86,西13舍319
2390,01010545,陈明智,男,2004/11/21,1.68,东18舍218
2391,06021796,黄扶昶,女,2002/2/23,1.64,西15舍238
2392,02052483,林兆宏,男,2004/7/9,1.63,东18舍218
2393,08051520,冯一凡,男,2002/6/26,1.76,东18舍218
2394,04057820,彭煜翔,女,2003/10/1,1.66,西15舍238
2395,03072700,赵秋然,女,2003/2/14,1.58,西15舍238
2396,09082848,高怀基,男,2004/12/1,1.91,东18舍218
2397,01077474,李若冲,男,2003/7/30,1.89,东30舍230
2398,03093980,黄凌云,男,2004/8/10,1.79,东30舍230
2399,09063843,高赞宏,女,2002/9/25,1.88,西15舍238
2400,04038226,龚翰成,男,2001/3/19,1.84,东30舍230
2401,04026478,覃雨涛,女,2005/2/3,1.84,东11舍419
2402,09027604,黄麒霖,女,2001/2/19,1.66,东11舍419
2403,08019178,朱焌斌,女,2005/12/7,1.7,东11舍419
2404,06080544,林凯欣,男,2003/9/29,1.88,东30舍230
2405,02022341,林宇晴,女,2001/7/10,1.51,东11舍419
2406,06010976,何祖光,女,2001/1/28,1.72,东5舍440
2407,06016929,陈俊霖,女,2004/12/26,1.6,东5舍440
2408,02060800,杨志邦,女,2004/7/16,1.69,东5舍440
2409,09075843,宋凯,男,2002/5/12,1.86,西6舍634
2410,01017501,肖承栋,女,2002/2/11,1.62,东5舍440
2411,02019928,郭倩怡,男,2005/8/10,1.72,西6舍634
2412,01025834,唐琦,男,2001/9/26,1.74,西6舍634
2413,06041425,吴博维,男,2005/6/17,1.76,西6舍634
2414,08080748,蓝蕴婷,男,2005/11/29,1.68,西6舍635
2415,06063589,杨朋升,男,2005/5/6,1.79,西6舍635
2416,08015965,黄顺豪,女,2004/5/29,1.65,东21舍539
2417,02055735,李婧,女,2004/10/2,1.61,东21舍539
2418,01024171,莫惠珍,女,2005/3/3,1.49,东21舍539
2419,05012906,方月宜,男,2004/9/13,1.96,西6舍635
2420,01032354,谢浩杰,男,2004/10/14,1.86,西6舍635
2421,08068911,黄威雄,女,2004/5/19,1.66,东21舍539
2422,03079494,陈思敏,男,2002/7/19,1.64,东28舍540
2423,05095465,张嘉龙,女,2003/12/28,1.58,东1舍619
2424,07027685,邓凯为,男,2002/3/9,1.62,东28舍540
2425,06030447,李伟霖,男,2004/7/7,1.68,东28舍540
2426,06070023,钟昌宏,女,2001/3/24,1.7,东1舍619
2427,07010408,熊菲杨,女,2003/7/22,1.68,东1舍619
2428,08099922,曾庆通,女,2002/1/19,1.71,东1舍619
2429,06068218,方泽仪,男,2004/5/24,1.75,东28舍540
2430,09091175,李欣萍,女,2001/5/2,1.68,西7舍528
2431,04014956,林嘉欣,男,2005/12/3,1.75,东27舍715
2432,06013298,何龙健,女,2004/9/10,1.71,西7舍528
2433,05024640,郑梓烨,女,2003/2/1,1.69,西7舍528
2434,09080037,黄嘉琳,男,2001/7/21,1.8,东27舍715
2435,09048985,林苗芳,女,2004/6/30,1.62,西7舍528
2436,08080431,李思龙,女,2001/1/7,1.65,东17舍331
2437,08044454,彭如意,女,2001/5/18,1.65,东17舍331
2438,07080043,李志超,男,2005/12/20,1.72,东27舍715
2439,01097717,陈慧玲,男,2003/7/20,1.64,东27舍715
2440,06087186,罗丹妮,女,2004/7/23,1.68,东17舍331
2441,04033619,戴瑞霖,女,2003/2/2,1.65,东17舍331
2442,01018070,王一正,男,2004/3/23,1.81,东28舍417
2443,02035257,宋卓诚,女,2002/2/6,1.56,东19舍227
2444,07029387,王炳琦,女,2003/5/13,1.73,东19舍227
2445,07020126,奚梓钏,女,2002/11/1,1.84,东19舍227
2446,02024187,董霄,男,2004/12/5,1.81,东28舍417
2447,09088061,吴家逸,男,2002/5/17,1.79,东28舍417
2448,09018491,马芷淇,女,2001/9/15,1.65,东19舍227
2449,05028438,邓晓瑜,男,2005/8/8,1.78,东28舍417
2450,09018416,杨睿资,男,2003/5/23,1.84,西13舍623
2451,01034732,秦睿婷,男,2003/10/29,1.77,西13舍623
2452,06068848,许哲豪,男,2001/9/25,1.78,西13舍623
2453,07052222,邓富珍,女,2001/10/16,1.69,西29舍634
2454,05050417,骆鸿益,男,2002/12/16,1.79,西13舍623
2455,01035476,徐和,女,2002/8/5,1.71,西29舍634
2456,06031259,宋宇昊,男,2002/12/28,1.78,东6舍734
2457,05094903,李文杰,男,2002/12/26,1.81,东6舍734
2458,07047791,张晨曦,女,2004/11/20,1.75,西29舍634
2459,03093761,王帆,男,2002/8/16,1.77,东6舍734
2460,06094315,郭傲,女,2003/7/31,1.62,西29舍634
2461,07097336,付玮,男,2004/2/11,1.85,东6舍734
2462,07014269,魏子焜,女,2002/11/6,1.6,东26舍238
2463,01052245,李博翱,男,2002/6/26,1.87,西21舍203
2464,05058658,张傲乾,女,2003/1/19,1.53,东26舍238
2465,07063458,张策,女,2005/5/30,1.69,东26舍238
2466,01040094,田丰,女,2003/1/23,1.56,东26舍238
2467,09031192,陈仁棋,男,2001/8/2,1.76,西21舍203
2468,01092968,覃兴图,男,2005/4/24,1.83,西21舍203
2469,06083907,阮敏捷,男,2002/2/8,1.7,西21舍203
2470,01097035,朱炫臣,女,2005/12/7,1.62,西24舍605
2471,02038565,凌倩瑜,女,2004/8/21,1.43,西24舍605
2472,04093300,秦运征,女,2002/1/18,1.81,西24舍605
2473,09046852,曾渝翔,男,2002/9/10,1.75,东24舍417
2474,05054630,麦晓华,男,2005/7/28,1.89,东24舍417
2475,08054108,庄婷婷,男,2004/5/2,1.67,东24舍417
2476,01032575,何伟康,男,2004/9/2,1.71,东24舍417
2477,04047541,阮浩伟,男,2002/10/12,1.56,西6舍408
2478,09086563,张国源,女,2001/3/6,1.52,西24舍605
2479,07093888,邱模聪,男,2004/4/6,1.91,西6舍408
2480,09034547,王博荣,男,2001/12/31,1.73,西6舍408
2481,09016780,邓鸿杰,女,2004/7/11,1.68,东2舍635
2482,08088531,桑赟杰,男,2004/8/25,1.8,西6舍408
2483,06069226,余浩洋,男,2003/10/11,1.67,西13舍307
2484,01020522,郑永华,男,2004/8/29,1.6,西13舍307
2485,01031881,黎杜昊,男,2003/3/2,1.69,西13舍307
2486,06061230,莫泽新,女,2004/12/12,1.61,东2舍635
2487,07095474,何炜华,女,2005/10/12,1.52,东2舍635
2488,06038233,钟浩槟,男,2004/5/7,1.85,西13舍307
2489,06043745,潘越,男,2005/5/11,1.79,东18舍636
2490,09081199,罗婷,女,2002/1/3,1.74,东2舍635
2491,03044211,朱章宁,男,2005/2/16,1.72,东18舍636
2492,08025594,蔡浩潼,女,2004/11/7,1.74,东8舍440
2493,05096012,李笑添,男,2003/2/4,1.79,东18舍636
2494,05065369,费奕恒,男,2004/9/21,1.68,东18舍636
2495,03090918,兰海翔,男,2002/3/3,1.61,东27舍507
2496,09038920,李东明,男,2001/9/1,1.9,东27舍507
2497,04090449,柯舒麒,女,2005/2/23,1.71,东8舍440
2498,08075482,王如天,女,2002/5/6,1.68,东8舍440
2499,03053622,杨曜宇,女,2001/3/2,1.67,东8舍440
2500,07055635,李浩扬,男,2004/1/25,1.82,东27舍507
2501,02013323,叶小莹,男,2001/4/23,1.68,东27舍507
2502,09065767,张凌燕,男,2003/2/8,1.78,东13舍206
2503,05025109,陈祖炜,男,2001/1/6,1.7,东13舍206
2504,08059035,邓洁怡,男,2001/1/24,1.8,东13舍206
2505,06048503,陆秀娟,女,2001/2/11,1.69,西12舍513
2506,03071995,严跃倩,男,2004/12/3,1.77,东13舍206
2507,05030283,韩枫,男,2005/5/2,1.82,西6舍225
2508,09017584,韩鸿儒,男,2003/7/11,1.87,西6舍225
2509,01092408,马雪莹,女,2003/8/16,1.83,西12舍513
2510,04058148,刘王军,男,2005/12/12,1.8,西6舍225
2511,03048868,何泳,女,2003/10/24,1.77,西12舍513
2512,04076063,华健聪,女,2002/1/20,1.7,西12舍513
